name|detail_url|address/street|address/city|address/state|address/zip|phone|email_link|website|description
Kiwanis Club of Lake Norman|//business.lakenormanchamber.org/directory/Details/kiwanis-club-of-lake-norman-1574046|P.O. Box 2543|Cornelius|NC|28031|||https://www.lakenormankiwanis.org/|
Knipp Law Office, PLLC|//business.lakenormanchamber.org/directory/Details/knipp-law-office-pllc-1573702|8221 Village Harbor Drive|Cornelius|NC|28031|(704) 765-2511|https://business.lakenormanchamber.org/directory/Contact/pMw718qL|http://www.knipplaw.com/|
KS Audio Video|//business.lakenormanchamber.org/directory/Details/ks-audio-video-1573957|19925 Jetton Road - Suite 100|Cornelius|NC|28031|(704) 896-3900|https://business.lakenormanchamber.org/directory/Contact/PeZxamxL|http://www.ksaudiovideo.com/|
Kuehne and Nagel Inc.|//business.lakenormanchamber.org/directory/Details/kuehne-and-nagel-inc-1573876|4724 Entrance Drive|Charlotte|NC|28273|(704) 359-8660|https://business.lakenormanchamber.org/directory/Contact/pR179gBr|http://www.kuehneandnagel.com/|
Kuester Management Group|//business.lakenormanchamber.org/directory/Details/kuester-management-group-1574154|705 Griffith Street, Suite 204 Suite 204|Davidson|NC|28036|(704) 973-9019||https://www.kuester.com/hoa-locations/davidson-nc-office/|
Ladd, McCall & Associates, CPAs- Cornelius|//business.lakenormanchamber.org/directory/Details/ladd-mccall-associates-cpas-cornelius-1574047|17322 W. Catawba Ave|Cornelius|NC|28031|(704) 896-2870|https://business.lakenormanchamber.org/directory/Contact/LwZN6kOP|http://www.laddmccall.com/|
LaiPosh Holistic and Rejuvenation Spa|//business.lakenormanchamber.org/directory/Details/laiposh-holistic-and-rejuvenation-spa-3329568|14212 Statesville Road suite B9|Huntersville|NC|28078|5167707033|https://business.lakenormanchamber.org/directory/Contact/PKW5ODvP|http://laiposhme.com/|
Lake Norman Catering - Langtree LKN|//business.lakenormanchamber.org/directory/Details/lake-norman-catering-langtree-lkn-1573713|119 Landings Drive, #106|Mooresville|NC|28117|(704) 438-9777|https://business.lakenormanchamber.org/directory/Contact/LwZN6RxP|http://www.lakenormancatering.com/|
Lake Norman Charter, Middle School|//business.lakenormanchamber.org/directory/Details/lake-norman-charter-middle-school-1573697|12435 Old Statesville Road|Huntersville|NC|28078|(704) 948-8600|https://business.lakenormanchamber.org/directory/Contact/pg4vMaKP|http://www.lncharter.org/|
Lake Norman Community Development Corp|//business.lakenormanchamber.org/directory/Details/lake-norman-community-development-corp-2958452|19837 S. Main St|Cornelius|NC|28031|704-897-7340|https://business.lakenormanchamber.org/directory/Contact/PKWvg6ZP|http://www.lakenormancdc.org/|
Lake Norman CURRENTS|//business.lakenormanchamber.org/directory/Details/lake-norman-currents-1573887|10225 Hickorywood Hill Avenue unit A|Huntersville|NC|28078|(704) 749-8788|https://business.lakenormanchamber.org/directory/Contact/pG94aa0L|http://www.lncurrents.com/|
Lake Norman Economic Development Corporation|//business.lakenormanchamber.org/directory/Details/lake-norman-economic-development-corporation-1573955|8600 Sam Furr Road, Suite 100|Huntersville|NC|28078|(704) 659-6587||http://www.lakenormanregion.com/|
Lake Norman Embroidery & Screen Printing|//business.lakenormanchamber.org/directory/Details/lake-norman-embroidery-screen-printing-1574000|18525 Statesville Road, Suite D5|Cornelius|NC|28031|(704) 892-8450|https://business.lakenormanchamber.org/directory/Contact/rZRmoR3r|https://lknemb.com/|
Lake Norman Family YMCA|//business.lakenormanchamber.org/directory/Details/lake-norman-family-ymca-1574082|21300 Davidson Street|Cornelius|NC|28031|(704) 716-4411||http://www.ymcacharlotte.org/|
Lake Norman Graphics|//business.lakenormanchamber.org/directory/Details/lake-norman-graphics-1573985|16630 Northcross Drive, Suite 102|Huntersville|NC|28078|(704) 987-0111|https://business.lakenormanchamber.org/directory/Contact/LwZN6BjP|http://www.lakenormangraphics.com/|
Lake Norman Home Builders Assoc.|//business.lakenormanchamber.org/directory/Details/lake-norman-home-builders-assoc-1573878|128 Cedar Pointe Drive|Mooresville|NC|28117|(704) 664-5622|https://business.lakenormanchamber.org/directory/Contact/r4l4BQnr|http://www.lakenormanhba.com/|
Lake Norman HR|//business.lakenormanchamber.org/directory/Details/lake-norman-hr-1953459|No Physical Address|||||https://business.lakenormanchamber.org/directory/Contact/LqE9QGOL|https://www.facebook.com/LakeNormanHR|
Lake Norman Infiniti|//business.lakenormanchamber.org/directory/Details/lake-norman-infiniti-1573928|20435 Chartwell Center Drive|Cornelius|NC|28031|(704) 237-8000|https://business.lakenormanchamber.org/directory/Contact/rZRmNkYr|http://www.lakenormaninfiniti.com/|
Lake Norman Little League|//business.lakenormanchamber.org/directory/Details/lake-norman-little-league-1573743|PO Box 2245|Huntersville|NC|28078|(704) 771-9590|https://business.lakenormanchamber.org/directory/Contact/r4l4B1xr|https://www.lknll.com/|
Lake Norman Living Group - Allen Tate Realtors|//business.lakenormanchamber.org/directory/Details/lake-norman-living-group-allen-tate-realtors-2734631|220 Tawny Bark Drive|Mooresville|NC|28117|(970) 250-9943|https://business.lakenormanchamber.org/directory/Contact/rX90RBxp|http://www.facebook.com/|
Lake Norman Lucky Cat Program|//business.lakenormanchamber.org/directory/Details/lake-norman-lucky-cat-program-1573789|20117 W. Catawba Avenue|Cornelius|NC|28031|(704) 877-7779|https://business.lakenormanchamber.org/directory/Contact/P3BDmvjp|http://www.luckycats.org/|
Lake Norman Marina, Inc.|//business.lakenormanchamber.org/directory/Details/lake-norman-marina-inc-1574019|6965 NC 150|Sherrills Ford|NC|28673|(704) 483-5546||http://www.lakenormanmarina.com/|
Lake Norman Marine Commission|//business.lakenormanchamber.org/directory/Details/lake-norman-marine-commission-1573642|P.O. Box  2454|Cornelius|NC|28031|(704) 675-2011|https://business.lakenormanchamber.org/directory/Contact/LxRkxg0p|https://www.lnmc.org/|
Lake Norman Olive and Vine|//business.lakenormanchamber.org/directory/Details/lake-norman-olive-and-vine-3889492|6608 Campground Road|Denver|NC|28673|(980) 721-9850|https://business.lakenormanchamber.org/directory/Contact/Pe19RNwP|http://lknoliveandvine.com./|
Lake Norman Publications|//business.lakenormanchamber.org/directory/Details/lake-norman-publications-1573980|16501 Northcross Drive Suite D|Huntersville|NC|28078|(704) 766-2100|https://business.lakenormanchamber.org/directory/Contact/pG94a2AL|http://www.lakenormanpublications.com/|
Lake Norman Realty Inc.|//business.lakenormanchamber.org/directory/Details/lake-norman-realty-inc-1574084|20117 West Catawba Avenue|Cornelius|NC|28031|(704) 892-9673|https://business.lakenormanchamber.org/directory/Contact/rXq714xp|http://www.lakenormanrealty.com/|
Lake Norman Storage|//business.lakenormanchamber.org/directory/Details/lake-norman-storage-1574074|18926 W. Catawba Ave|Cornelius|NC|28031|(704) 896-0123|https://business.lakenormanchamber.org/directory/Contact/PYE7oW7P|http://www.lakenormanstorage.com/|
Lake Norman Water Tree|//business.lakenormanchamber.org/directory/Details/lake-norman-water-tree-1792808|294 West Plaza Drive Suite E5|Mooresville|NC|28117|(980) 443-3898|https://business.lakenormanchamber.org/directory/Contact/P3BZOK3p|http://lknwatertree.com/|
Lake Norman Woman Magazine|//business.lakenormanchamber.org/directory/Details/lake-norman-woman-magazine-3673128|PO Box 1000|Cornelius|NC|28031|(704) 895-6168|https://business.lakenormanchamber.org/directory/Contact/PKVloovp|http://www.lakenormanwoman.com/|
Lake Norman Young Professionals|//business.lakenormanchamber.org/directory/Details/lake-norman-young-professionals-1822357|||||(704) 892.1922|||
Lake Realty - Frank Free|//business.lakenormanchamber.org/directory/Details/lake-realty-frank-free-1574054|19900 West Catawba Ave.- Suite 103|Cornelius|NC|28031|(704) 892-6350|https://business.lakenormanchamber.org/directory/Contact/rZRmo1yr|http://www.lakerealty.com/|
Lake Realty - Marsha Marold|//business.lakenormanchamber.org/directory/Details/lake-realty-marsha-marold-1573873|19900 West Catawba Avenue, Suite 103|Cornelius|NC|28031|704-881-4891|https://business.lakenormanchamber.org/directory/Contact/LqWVXOyp|https://lakerealty.com/lake-realty-agents/marsha-marold/|
Lakeside Charter Academy|//business.lakenormanchamber.org/directory/Details/lakeside-charter-academy-1573659|17609 Old Statesville Road|Cornelius|NC|28031|(704) 896-9500|https://business.lakenormanchamber.org/directory/Contact/pBD4EaEL|http://www.lakesidecharteracademy.com/|
Lakeside Custom Tee's & Embroidery|//business.lakenormanchamber.org/directory/Details/lakeside-custom-tee-s-embroidery-1573700|9216 B Westmoreland Road|Cornelius|NC|28031|(704) 274-3730|https://business.lakenormanchamber.org/directory/Contact/PYE7oRJP|http://www.lkscustomtees.com/|
Lakeside Living Magazines|//business.lakenormanchamber.org/directory/Details/lakeside-living-magazines-1573740|19133 Berkley Commons|Cornelius|NC|28031|(614) 302-5154|https://business.lakenormanchamber.org/directory/Contact/LEq4z3GL|http://www.bestversionmedia.com/|
Langtree Charter Academy|//business.lakenormanchamber.org/directory/Details/langtree-charter-academy-1573754|185 W. Waterlynn Rd.|Mooresville|NC|28117|(704) 705-1698|https://business.lakenormanchamber.org/directory/Contact/p07emVKr|http://www.charterschoolsusa.com/|
Lapis Financial Strategies, Inc.|//business.lakenormanchamber.org/directory/Details/lapis-financial-strategies-inc-1573992|20212 Zion Avenue|Cornelius|NC|28031|(704) 895-4942|https://business.lakenormanchamber.org/directory/Contact/PoXe1QxL|http://www.lapisfinancial.com/|
Latten & Associates, Inc|//business.lakenormanchamber.org/directory/Details/latten-associates-inc-3585881|||||(980) 689-5320|https://business.lakenormanchamber.org/directory/Contact/p0ZR714L|http://www.latteninc.com/|
Lazer Engraving Specialists LLC|//business.lakenormanchamber.org/directory/Details/lazer-engraving-specialists-llc-1574232|19607 West Catawba Avenue, Suite 103|Cornelius|NC|28031|(704) 641-2587|https://business.lakenormanchamber.org/directory/Contact/p524mB0P|https://www.lazerengravingnc.com/|
Leading to Change|//business.lakenormanchamber.org/directory/Details/leading-to-change-1574158|9815 Sam Furr Road, Suite 103|Huntersville|NC|28078|(704) 595-1789|https://business.lakenormanchamber.org/directory/Contact/LEq4z8QL|http://www.leadingtochange.com/|
Leapfrog Worldwide Transport, LLC|//business.lakenormanchamber.org/directory/Details/leapfrog-worldwide-transport-llc-1574231|13000 South Tryon Street Suite F-246|Charlotte|NC|28278|(704) 372-1078|https://business.lakenormanchamber.org/directory/Contact/pR179evr|http://www.lfworldwide.com/|
Legacy Insurance Partners|//business.lakenormanchamber.org/directory/Details/legacy-insurance-partners-3495235|19938 Crew Cottage Court|Cornelius|NC|28031|(828) 328-5671|https://business.lakenormanchamber.org/directory/Contact/pB9jwgmr|https://www.legacyinspartners.com/|
Legal Shield - Bayan Reed|//business.lakenormanchamber.org/directory/Details/legal-shield-bayan-reed-1574277|15625 White Quartz Lane|Davidson|NC|28036|(267) 975-5456|https://business.lakenormanchamber.org/directory/Contact/LxRkx0Yp|http://bayanreed.wearelegalshield.com/|
LegalShield PPLSI|//business.lakenormanchamber.org/directory/Details/legalshield-pplsi-3495237|14330 Tribute Place Dr Apt 303|Huntersville|NC|28078|704-956-5435|https://business.lakenormanchamber.org/directory/Contact/pMmbNGop|http://rpsmith88.wearelegalshield.com/|
LegalShield-PPLSI|//business.lakenormanchamber.org/directory/Details/legalshield-pplsi-3898920|14330 Tribute Place Dr Apt 303|Huntersville|NC|28078|704-956-5435|https://business.lakenormanchamber.org/directory/Contact/rA1kkQ6r|http://rpsmith88.legalshieldassociate.com/|
LePage - Johnson Realty Group|//business.lakenormanchamber.org/directory/Details/lepage-johnson-realty-group-1574345|18067 West Catawba Avenue Suite 101|Cornelius|NC|28031|(704) 609-8077||https://www.charlottelakenormanhomesales.com/|
Lesemann CPA's|//business.lakenormanchamber.org/directory/Details/lesemann-cpa-s-1573956|9525 Birkdale Crossing Drive|Huntersville|NC|28078|(704) 895-6966|https://business.lakenormanchamber.org/directory/Contact/pQZ9z8nP|http://www.lesemanncpa.com/|
Levias Lending LLC|//business.lakenormanchamber.org/directory/Details/levias-lending-llc-3794771|5608 Shattuck Avenue|Oakland|CA|94606|(510) 929-7234|https://business.lakenormanchamber.org/directory/Contact/Lq2MEM2r|http://leviasloans.com/|
Lexington Park Properties|//business.lakenormanchamber.org/directory/Details/lexington-park-properties-1573910|18141 W. Catawba Ave.|Cornelius|NC|28031|(704) 655-0379|https://business.lakenormanchamber.org/directory/Contact/p8EYX82P|http://www.lexingtonparkproperties.com/|
LightBridge Marketing LLC|//business.lakenormanchamber.org/directory/Details/lightbridge-marketing-llc-1574238|13101 Angel Oak Dr|Huntersville|NC|28078|(704) 318-3003|https://business.lakenormanchamber.org/directory/Contact/pjKWdn0P|http://www.lightbridgellc.com/|
Lineberger Orthodontics|//business.lakenormanchamber.org/directory/Details/lineberger-orthodontics-1573793|9625 Northcross Center Court Drive|Huntersville|NC|28078|(704) 892-3300||http://www.linebergerorthodontics.com/|
Little Guide|//business.lakenormanchamber.org/directory/Details/little-guide-3104375|20733 lagoona dr|cornelius|NC|28031|7045771414|https://business.lakenormanchamber.org/directory/Contact/pM2Bg55P|http://mylittleguide.com/|
Little Heating & Cooling, LLC|//business.lakenormanchamber.org/directory/Details/little-heating-cooling-llc-1573672|P.O. Box 727|Cornelius|NC|28031|(704) 999-1550|https://business.lakenormanchamber.org/directory/Contact/p8EYXVvP|http://www.littleheatingandcooling.com/|
Little Smiles of NC|//business.lakenormanchamber.org/directory/Details/little-smiles-of-nc-1574169|19825 B North Cove Rd. #167|Cornelius|NC|28078|(704) 900-4747|https://business.lakenormanchamber.org/directory/Contact/P7EKmK2r|http://www.littlesmilesnc.org/|
Little Wood Flooring LLC|//business.lakenormanchamber.org/directory/Details/little-wood-flooring-llc-1573891|PO Box 1588 19500 Zion Avenue|Cornelius|NC|28031|(704) 896-6122|https://business.lakenormanchamber.org/directory/Contact/Lv53kk3P|http://www.littlewoodflooring.com/|
Livi Home Care|//business.lakenormanchamber.org/directory/Details/livi-home-care-3760772|131 Plantation Ridge Drive Suite 305|Mooresville|NC|28117|(828) 540-0112|https://business.lakenormanchamber.org/directory/Contact/Lm5lg1wL|https://livihomecare.com/|
LKN Lauren Robertson Real Estate|//business.lakenormanchamber.org/directory/Details/lkn-lauren-robertson-real-estate-2315224|9716 Blossom Hill Dr.|Huntersville|NC|28078|3368173061|https://business.lakenormanchamber.org/directory/Contact/pQeYmxlp|http://lauren-robertson.kw.com/|
LKN Magazine|//business.lakenormanchamber.org/directory/Details/lkn-magazine-2154101|4478 Kiser Island Road|Terrell|NC|28682|336.749.1947|https://business.lakenormanchamber.org/directory/Contact/r4YgdgXp|http://lkn-magazine.com/|
LKNConnect.com|//business.lakenormanchamber.org/directory/Details/lknconnect-com-1573655|17327 Players Ridge Drive|Cornelius|NC|28031|(215) 896-8855|https://business.lakenormanchamber.org/directory/Contact/LyE6wJYL|http://www.lknconnect.com/|
LKNHomes.com, Inc.|//business.lakenormanchamber.org/directory/Details/lknhomes-com-inc-1573805|17115 Kenton Drive Suite 202-A|Cornelius|NC|28031|(704) 323-9222|https://business.lakenormanchamber.org/directory/Contact/Lb3NbvNr|http://www.lknhomes.com/|
Local & Qualified|//business.lakenormanchamber.org/directory/Details/local-qualified-3277222|19109 West Catawba Avenue – Suite 200|Cornelius|NC|28031|(843) 628-3594|https://business.lakenormanchamber.org/directory/Contact/rkNazDzL|http://localandqualified.com/|
Local Merch|//business.lakenormanchamber.org/directory/Details/local-merch-2903047|19507 West Catawba Avenue Suite C|Cornelius|NC|28031|7042374525|https://business.lakenormanchamber.org/directory/Contact/rnaM710L|http://www.getlocalmerch.com/|
LocalJobs.com|//business.lakenormanchamber.org/directory/Details/localjobs-com-1573882|187 Duncan Creek Road|Fletcher|NC|28732|(828) 209-1010||http://www.localjobs.com/|
Longway Broadband Services|//business.lakenormanchamber.org/directory/Details/longway-broadband-services-1977746|123 Institute Street Unit 635|Mooresville|NC|28115|(615) 294.8936|https://business.lakenormanchamber.org/directory/Contact/LvxdQ3ep|http://www.longwaybroadband.com/|
Lori Hawkins, Divorce Realtor|//business.lakenormanchamber.org/directory/Details/lori-hawkins-divorce-realtor-3488582|9815 Sam Furr Road Suite J #154|Huntersville|NC|28078|(704) 682-8753|https://business.lakenormanchamber.org/directory/Contact/P3Kb6xeP|http://divorcerealtorexpert.com/|
Lost Worlds Brewing Company|//business.lakenormanchamber.org/directory/Details/lost-worlds-brewing-company-1574266|19700 One Norman Boulevard Suite D|Cornelius|NC|28031|(704) 231-5878|https://business.lakenormanchamber.org/directory/Contact/rnvQbgXr|https://www.lostworldsbeer.com/|
Louis and J Accounting and Translation Services|//business.lakenormanchamber.org/directory/Details/louis-and-j-accounting-and-translation-services-2794009|14924 Statesville Rd Apt. 35|Huntersville|NC|28078|704-606-2272|https://business.lakenormanchamber.org/directory/Contact/LwOJZ8dL|http://marthaaccountingservice.com/|
Lucander Design|//business.lakenormanchamber.org/directory/Details/lucander-design-1573652|452 S. Main Street, Suite D|Davidson|NC|28036|(704) 892-8292|https://business.lakenormanchamber.org/directory/Contact/raZ34Vqp|http://www.lucanderbiz.com/|
Lucci Salon and Spa|//business.lakenormanchamber.org/directory/Details/lucci-salon-and-spa-2635445|9623 Bailey Road Suite 106|Cornelius|NC|28031|(704) 237-4278|https://business.lakenormanchamber.org/directory/Contact/LmmGYkwL|https://lovelucci.com/|
LuxeLights|//business.lakenormanchamber.org/directory/Details/luxelights-3565229|18610 Starcreek Drive Suite B|Cornelius|NC|28031|(704) 519-8762|https://business.lakenormanchamber.org/directory/Contact/p8QJVDgP|http://www.luxelightsnc.com/|
Macro Realty Advisors|//business.lakenormanchamber.org/directory/Details/macro-realty-advisors-3862046|525 North Tryon Street Suite 1600|Charlotte|NC|28202|(980) 427-9502|https://business.lakenormanchamber.org/directory/Contact/pG59aMNL|http://www.macrorealtyadvisors.com/|
Made in the Shade, Blinds & More of Lake Norman|//business.lakenormanchamber.org/directory/Details/made-in-the-shade-blinds-more-of-lake-norman-1573691|P.O. Box 2871|Huntersville|NC|28070|(704) 620-1869|https://business.lakenormanchamber.org/directory/Contact/rXq71QZp|http://www.mitslakenorman.com/|
Madison Ragley|//business.lakenormanchamber.org/directory/Details/madison-ragley-1573916|19607 Wests Catawba Ave Suite 103|Cornelius|NC|28031|7048958888|https://business.lakenormanchamber.org/directory/Contact/rXq7Gj8p|http://www.goleasing.com/|
Maestro Travel|//business.lakenormanchamber.org/directory/Details/maestro-travel-1573981|13420 Reese Boulevard West Suite 33|Huntersville|NC|28078|(704) 992-0432|https://business.lakenormanchamber.org/directory/Contact/pG94a23L|http://www.callmaestro.com/|
Magnolia Companies|//business.lakenormanchamber.org/directory/Details/magnolia-companies-1573912|9525 Birkdale Crossing Drive|Huntersville|NC|28078|(704) 897-1400|https://business.lakenormanchamber.org/directory/Contact/p9eJ08op|http://www.glenwoodco.com/|
Magnolia Skin Therapy|//business.lakenormanchamber.org/directory/Details/magnolia-skin-therapy-3671800|20901 Catawba Ave|Cornelius|NC|28031||https://business.lakenormanchamber.org/directory/Contact/pB9aZExr|https://magnoliaskintherapy.com/|
Magnolia Woods Events|//business.lakenormanchamber.org/directory/Details/magnolia-woods-events-1573736|12125 Statesville Road|Huntersville|NC|28078|(704) 274-9303|https://business.lakenormanchamber.org/directory/Contact/p07emzer|http://www.magnoliawoodsevents.com/|
MaidPro of Lake Norman|//business.lakenormanchamber.org/directory/Details/maidpro-of-lake-norman-3228958|19701 West Catawba Avenue Suite A|Cornelius|NC|28031|980.939.0945|https://business.lakenormanchamber.org/directory/Contact/p92VWRqP|http://www.maidpro.com/lake-norman|
Main Street Antiques|//business.lakenormanchamber.org/directory/Details/main-street-antiques-1573690|500 S. Main Street|Mooresville|NC|28115|(704) 746-3636||https://www.mainantiques.com/|
Make an Impact Foundation|//business.lakenormanchamber.org/directory/Details/make-an-impact-foundation-1573760|PO Box 1959|Davidson|NC|28036|(704) 831-8777|https://business.lakenormanchamber.org/directory/Contact/rZRmox1r|http://www.makeanimpactnow.org/|
Mama's Pizza Express|//business.lakenormanchamber.org/directory/Details/mama-s-pizza-express-1573827|19741 S. Main Street|Cornelius|NC|28031|(704) 892-3305|https://business.lakenormanchamber.org/directory/Contact/PYE7olxP|http://www.mamaspizzaexpress.com/|
Maola's Pizzeria & Restaurant|//business.lakenormanchamber.org/directory/Details/maola-s-pizzeria-restaurant-1574284|20129 N. Main Street|Cornelius|NC|28031|(704) 896-1606|https://business.lakenormanchamber.org/directory/Contact/PNa915yp|https://www.maolaspizzeria.com/|
Marcos Pizza|//business.lakenormanchamber.org/directory/Details/marcos-pizza-1574278|19732 One Norman Blvd., Suite 300|Cornelius|NC|28031|(704) 765-1500|https://business.lakenormanchamber.org/directory/Contact/LwZN6jdP|https://www.marcos.com/|
Marketing Simplified|//business.lakenormanchamber.org/directory/Details/marketing-simplified-1573634|||||(704) 389-0722|https://business.lakenormanchamber.org/directory/Contact/rDg5WDzL|http://www.marketingsimplifiedpodcast.com/|
Martinizing Dry Cleaning|//business.lakenormanchamber.org/directory/Details/martinizing-dry-cleaning-1573898|152 Autumn Mist Rd|Statesville|NC|28677|(704) 875-8383|https://business.lakenormanchamber.org/directory/Contact/LwZN66AP|http://www.martinizing.com/winterize|
Massage Heights, Jetton Village|//business.lakenormanchamber.org/directory/Details/massage-heights-jetton-village-1573726|19818 N. Cove Road|Cornelius|NC|28031|(704) 827-5000|https://business.lakenormanchamber.org/directory/Contact/P7EKmb4r|http://www.massageheights.com/|
Master Title Agency, LLC|//business.lakenormanchamber.org/directory/Details/master-title-agency-llc-1573965|8640 University Executive Park Dr.|Charlotte|NC|28262|(704) 348-2866|https://business.lakenormanchamber.org/directory/Contact/pBD4R3kL|https://www.mastertitleagency.com/|
Matters of the Heart at Companion Care|//business.lakenormanchamber.org/directory/Details/matters-of-the-heart-at-companion-care-1707035|630 Williamson Road|Mooresville|NC|28117|(980) 829-7713|https://business.lakenormanchamber.org/directory/Contact/p8EOYaYP||
MB Wealth Advisors|//business.lakenormanchamber.org/directory/Details/mb-wealth-advisors-3351112|8936 Northpointe Executive Park Drive Suite 240/260|HUNTERSVILLE|NC|28078|(704) 584-9363|https://business.lakenormanchamber.org/directory/Contact/p04E3zMp|http://mbwealthadvisors.com/|
MBA Roofing|//business.lakenormanchamber.org/directory/Details/mba-roofing-3028652|2457 Industrial Park Rd|Lincolnton|NC|28092|704-735-3922|https://business.lakenormanchamber.org/directory/Contact/p5g8yD0L|http://www.mbaroofing.com/|
Patrick  McHenry|//business.lakenormanchamber.org/directory/Details/patrick-mchenry-2741043|P.O. Box 1830|Hickory|NC|28603||https://business.lakenormanchamber.org/directory/Contact/pGGg7X6p|https://mchenry.house.gov/|
McIntosh Law Firm, P.C.|//business.lakenormanchamber.org/directory/Details/mcintosh-law-firm-p-c-1574008|209 Delburg Street, Suite 203|Davidson|NC|28036|(704) 892-1699|https://business.lakenormanchamber.org/directory/Contact/rXq71Vlp|http://www.mcintoshlawfirm.com/|
McLeod Corporation/Holiday Marina|//business.lakenormanchamber.org/directory/Details/mcleod-corporation-holiday-marina-1574081|19701 W. Catawba Avenue|Cornelius|NC|28031-7220|(704) 896-5552|https://business.lakenormanchamber.org/directory/Contact/P12Zn7dL||
Mecklenburg County Government (Pat Cotham)|//business.lakenormanchamber.org/directory/Details/mecklenburg-county-government-pat-cotham-1573710|600 East Fourth Street|Charlotte|NC|28202|7045063056|https://business.lakenormanchamber.org/directory/Contact/rXq71YZp|https://www.mecknc.gov/CountyManagersOffice/BOCC/Pages/Cotham.aspx|
Medical Aesthetics|//business.lakenormanchamber.org/directory/Details/medical-aesthetics-1790401|19615 Liverpool Parkway, Unit #A|Cornelius|NC|28031|(704) 280-4420|https://business.lakenormanchamber.org/directory/Contact/P12Ql3XL||
MediThrive Personalized Wellness|//business.lakenormanchamber.org/directory/Details/medithrive-personalized-wellness-3749749|19109 West Catawba Avenue Suite 120|Cornelius|NC|28031|(980) 580-6070|https://business.lakenormanchamber.org/directory/Contact/p8Q0NZvP|http://www.medithrivewellness.com/|
Meeting Street Homes & Communities|//business.lakenormanchamber.org/directory/Details/meeting-street-homes-communities-1573707|19925 Jane Crump Lane|Cornelius|NC|28031|(704) 714-3070   X 2202||https://www.meetingstreet.net/|
Meletiou & Meletiou, DDS PA|//business.lakenormanchamber.org/directory/Details/meletiou-meletiou-dds-pa-1574066|131 Marguerite Lane|Huntersville|NC|28078|(704) 875-1621|https://business.lakenormanchamber.org/directory/Contact/rXq71mxp|http://www.smilearchitects.com/|
Merrill Lynch|//business.lakenormanchamber.org/directory/Details/merrill-lynch-1924685|8015 W. Kenton Circle, Suite 200|Huntersville|NC|28078|704-987-4146|https://business.lakenormanchamber.org/directory/Contact/r4YbQaWp|http://fa.ml.com/thelakenormangroup|
Merulla Interiors|//business.lakenormanchamber.org/directory/Details/merulla-interiors-3383545|2160 Whispering Way|Denver|NC|28037|(704) 966-7556|https://business.lakenormanchamber.org/directory/Contact/P1J2J3BL|http://merullainteriors.com/|
MFR Cleaning Servies|//business.lakenormanchamber.org/directory/Details/mfr-cleaning-servies-1574256|17443 Glassfield Drive|Huntersville|NC|28078|(704) 589-4928|https://business.lakenormanchamber.org/directory/Contact/Lb3NbGYr|http://www.izsam.com/|
Microban Products Company|//business.lakenormanchamber.org/directory/Details/microban-products-company-1574042|11400 Vanstory Dr.|Huntersville|NC|28078|(704) 875-0806|https://business.lakenormanchamber.org/directory/Contact/Lv53kY0P|http://www.microban.com/|
Midrex Technologies, Inc|//business.lakenormanchamber.org/directory/Details/midrex-technologies-inc-3393374|3735 Glen Lake Drive Suite 400|Charlotte|NC|28208|(704) 373-1600|https://business.lakenormanchamber.org/directory/Contact/P7D2zXVL|http://www.midrex.com/|
Minuteman Press|//business.lakenormanchamber.org/directory/Details/minuteman-press-2640937|9606 Sherrill Estates Road Suite A|Huntersville|NC|28078|7045948699|https://business.lakenormanchamber.org/directory/Contact/plRKq2gL|http://nc225.minuteman.com/|
Mitutoyo America Corporation|//business.lakenormanchamber.org/directory/Details/mitutoyo-america-corporation-1574344|11515 Vanstory Drive, Suite 140|Huntersville|NC|28078|(561) 379-9099|https://business.lakenormanchamber.org/directory/Contact/LWq7o3vp|https://www.mitutoyo.com/|
Moliver Chiropractic, PLLC|//business.lakenormanchamber.org/directory/Details/moliver-chiropractic-pllc-1573861|560 Davidson Gateway Drive, Suite 201|Davidson|NC|28036|(704) 896-3435|https://business.lakenormanchamber.org/directory/Contact/pG94a30L|http://www.moliverchiro.com/|
Monkees of Lake Norman|//business.lakenormanchamber.org/directory/Details/monkees-of-lake-norman-2825949|16846 Birkdale Commons Parkway Bldg. D|Huntersville|NC|28078|704-773-1459|https://business.lakenormanchamber.org/directory/Contact/Lyyoz94L|http://www.monkeesoflakenorman.com/|
Mooresville Arts|//business.lakenormanchamber.org/directory/Details/mooresville-arts-2767870|103 W. Center Ave.|Mooresville|NC|28115|(704) 663-6661|https://business.lakenormanchamber.org/directory/Contact/Lq184EgL|http://mooresvillearts.org/|
Mooresville Christian Mission|//business.lakenormanchamber.org/directory/Details/mooresville-christian-mission-2075264|266 N. Broad Street|Mooresville|NC|28115|704.870.2537|https://business.lakenormanchamber.org/directory/Contact/LW4Wwedr|http://ourchristianmission.org/|
Mooresville Dermatology/Eterna Aesthetics (Piedmont HealthCare)|//business.lakenormanchamber.org/directory/Details/mooresville-dermatology-eterna-aesthetics-piedmont-healthcare-1913644|128 Medical Park Drive, Suite 201|Mooresville|NC|28117|704-235-1827|https://business.lakenormanchamber.org/directory/Contact/rADG4jmL|http://mooresvilledermcenter.com/|
Morgan Stanley - Lake Norman Office|//business.lakenormanchamber.org/directory/Details/morgan-stanley-lake-norman-office-1573822|17505 W. Catawba Avenue, Suite 300|Cornelius|NC|28031|(704) 896-9138|https://business.lakenormanchamber.org/directory/Contact/raZ34Rwp|http://advisor.morganstanley.com/thestonergroup|
